colony_id,chla.ug.cm2,chlc2.ug.cm2
ACR-176,NA,NA
ACR-180,NA,NA
ACR-185,NA,NA
ACR-187,NA,NA
ACR-193,NA,NA
ACR-224,NA,NA
ACR-228,NA,NA
ACR-231,NA,NA
ACR-234,NA,NA
ACR-243,NA,NA
ACR-246,NA,NA
ACR-247,NA,NA
ACR-256,NA,NA
ACR-267,NA,NA
ACR-345,NA,NA
ACR-363,NA,NA
ACR-374,NA,NA
ACR-379,NA,NA
ACR-389,NA,NA
ACR-390,NA,NA
ACR-TEST,NA,NA
POC-358,NA,NA
POR-251,NA,NA
POR-362,NA,NA
