colony_id,prot_ug,prot_ug.cm2,timepoint
POR-221,21780.075410200956,992.8238007721136,timepoint2
POR-224,13488.563490875566,510.341915674218,timepoint2
POR-235,62351.40337039085,2258.07794892164,timepoint2
POR-236,65732.14006106366,2633.080167041189,timepoint2
POR-240,16952.65022661351,1430.8416642126538,timepoint2
POR-242,39430.98659121796,927.9941196645353,timepoint2
POR-245,63973.50973331576,3026.0870975154216,timepoint2
POR-253,33179.976526854545,1487.3669244963799,timepoint2
POR-260,53011.16644679413,2186.4151570739937,timepoint2
POR-262,64517.3455494626,3949.1002635458317,timepoint2
POR-266,22186.590876994833,1202.467151896054,timepoint2
POR-338,27919.223117569374,2025.2065354987624,timepoint2
POR-340,39216.538226712095,1934.802142318581,timepoint2
POR-341,17998.92852996249,1588.3600337411708,timepoint2
POR-349,23719.987218659342,1789.5606746828564,timepoint2
POR-353,25939.07223343931,1525.211817802371,timepoint2
POR-354,19774.33161160091,1370.782849270799,timepoint2
POR-355,55777.52434447824,2193.5598490516363,timepoint2
POR-357,21793.623227835134,1450.9354683151114,timepoint2
POR-365,32209.420992033876,2251.4838601577203,timepoint2
POR-367,47649.647592679714,2725.0616717508624,timepoint2
POR-381,16826.833113328994,1132.3932405647395,timepoint2
POR-383,27791.218218608752,841.404232684611,timepoint2
POR-384,73332.96155862698,1483.7932069732992,timepoint2
POR-385,37667.1263070549,2151.863905869499,timepoint2
POR-69,58417.810367321275,2272.982604729094,timepoint2
POR-70,85732.48940900479,3789.1394012757964,timepoint2
POR-71,64232.5099289408,2652.9170292115577,timepoint2
POR-72,17716.470548544297,1765.0488153934398,timepoint2
POR-73,106982.47874639877,3381.064366203126,timepoint2
POR-74,34796.305232772436,3157.1968331137155,timepoint2
POR-75,76404.86959355137,3060.605460361654,timepoint2
POR-76,95315.46277822612,3256.0207721373868,timepoint2
POR-77,58224.25797805184,3412.3146310712627,timepoint2
POR-78,77227.68035550207,2900.16526114274,timepoint2
POR-79,38760.02103189984,2629.612989699324,timepoint2
POR-80,35426.56718051966,2129.926449414154,timepoint2
POR-81,42006.52129515443,3467.7049459190002,timepoint2
POR-82,30028.098316925472,2495.048358100776,timepoint2
POR-83,109317.65714133614,4127.871006825461,timepoint2
