Date,Timepoint,Species,Coral ID,Photo.Number,Site,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,Tech,Notes
20200104,1,Pocillopora,254,P1040008,2,160.711,24.803,116.751,86.29,43.858,14.517,AM,
20200104,1,Pocillopora,201,P1040009,2,149.708,27.444,131.429,121.45,73.438,36.076,AM,appears to be red algae on the lower half
20200104,1,Pocillopora,207,P1040010,2,172.811,37.869,146.932,105.249,73.123,31.947,AM,appears to be red algae on the lower half
20200104,1,Pocillopora,219,P1040011,2,197.902,53.071,179.201,132.122,96.291,56.505,AM,
20200104,1,Pocillopora,222,P1040012,2,198.597,52.474,176.097,124.236,86.983,42.855,AM,
20200104,1,Pocillopora,259,P1040013,2,172.552,42.077,169.816,144.931,100.461,53.742,AM,appears to be red algae on the lower half
20200104,1,Pocillopora,217,P1040014,2,180.589,48.165,150.335,150.905,117.937,89.62,AM,
20200104,1,Pocillopora,205,P1040015,2,162.81,28.347,130.96,146.226,92.136,56.788,AM,
20200104,1,Pocillopora,248,P1040016,2,157.914,36.337,155.842,118.393,82.629,42.071,AM,
20200104,1,Porites,253,P1040017,2,182.345,44.105,150.935,92.425,70.407,28.604,AM,
20200104,1,Porites,216,P1040018,2,206.93,62.89,190.001,123.725,96.53,46.071,AM,
20200104,1,Porites,240,P1040019,2,166.949,36.929,137.609,51.722,35.17,10.9,AM,
20200104,1,Porites,221,P1040020,2,151.844,27.675,130.779,110.551,84.029,37.434,AM,
20200104,1,Porites,242,P1040021,2,147.461,25.144,123.328,76.837,44.338,17.633,AM,
20200104,1,Porites,236,P1040022,2,159.726,30.916,135.362,129.952,102.952,57.087,AM,
20200104,1,Porites,245,P1040023,2,184.417,45.541,164.406,85.002,59.184,22.502,AM,
20200104,1,Porites,260,P1040024,2,175.707,44.154,158,93.462,73.643,30.334,AM,
20200104,1,Porites,262,P1040025,2,197.921,52.693,169.28,100.318,74.437,32.242,AM,
20200104,1,Porites,251,P1040026,2,179.074,47.49,167.432,104.565,74.299,38.74,AM,
20200104,1,Porites,224,P1040027,2,136.393,20.218,89.417,82.78,59.05,18.608,AM,
20200104,1,Porites,214,P1040028,2,148.552,23,101.348,96.62,71.936,30.136,AM,
20200104,1,Acropora,258,P1040029,2,171.892,35.269,146.76,112.987,79.202,29.607,AM,
20200104,1,Acropora,244,P1040030,2,180.321,41.956,157.868,114.665,75.548,22.786,AM,
20200104,1,Acropora,237,P1040031,2,174.36,41.367,161.24,119.497,91.646,51.611,AM,
20200104,1,Acropora,256,P1040032,2,177.78,39.423,152.214,112.663,75.239,22.319,AM,
20200104,1,Acropora,246,P1040033,2,187.188,44.905,157.298,103.285,62.106,19.095,AM,
20200104,1,Acropora,225,P1040034,2,142.759,22.16,111.29,123.645,86.228,32.762,AM,
20200104,1,Acropora,231,P1040035,2,167.277,29.774,132.626,148.38,106.407,53.028,AM,
20200104,1,Acropora,243,P1040036,2,151.925,24.978,119.66,134.334,103.369,50.899,AM,
20200104,1,Acropora,229,P1040037,2,201.579,53.564,169.063,129.23,93.607,40.677,AM,
20200104,1,Acropora,234,P1040038,2,196.041,50.273,163.461,136.752,113.571,64.323,AM,
20200104,1,Acropora,228,P1040039,2,133.875,22.336,128.376,119.569,92.848,51.408,AM,
20200104,1,Acropora,267,P1040040,2,141.52,31.091,134.894,110.191,71.531,20.361,AM,
20200104,1,Acropora,247,P1040041,2,147.791,29.641,141.227,124.385,90.811,42.152,AM,
20200104,1,Acropora,265,P1040042,2,168.444,36.39,130.96,141.482,97.426,36.28,AM,
20200106,1,Pocillopora,371,POC-371,3,159.497,53.343,130.084,138.677,104.836,67.995,AF,
20200106,1,Pocillopora,377,POC-377,3,183.407,72.976,116.402,159.652,121.439,66.546,AF,
20200106,1,Pocillopora,395,POC-395,3,179.247,60.362,132.066,158.428,121.24,79.024,AF,
20200106,1,Pocillopora,394,POC-394,3,160.204,47.907,111.948,125.175,86.001,42.432,AF,
20200106,1,Pocillopora,372,POC-372,3,198.648,68.026,133.925,148.803,113.267,68.644,AF,
20200106,1,Pocillopora,358,POC-358,3,200.265,70.487,134.893,142.475,103.475,58.784,AF,
20200106,1,Pocillopora,386,POC-386,3,184.284,65.784,133.531,112.681,73.822,25.781,AF,
20200106,1,Pocillopora,346,POC-346,3,143.53,46.014,111.36,142.12,101.57,63.081,AF,
20200106,1,Pocillopora,378,POC-378,3,173.751,66.371,148.582,123.19,75.502,36.308,AF,
20200106,1,Pocillopora,366,POC-366,3,178.141,70.974,148.679,124.6,76.265,31.455,AF,
20200106,1,Pocillopora,391,POC-391,3,158.283,54.606,130.982,134.959,94.629,52.019,AF,
20200106,1,Pocillopora,373,POC-373,3,65.987,62.377,137.422,146.742,107.678,63.962,AF,
20200106,1,Pocillopora,369,POC-369,3,173.968,67.064,144.338,139.105,98.25,55.737,AF,
20200106,1,Pocillopora,375,POC-375,3,175.42,66.543,145.123,118.943,72.308,33.853,AF,
20200106,1,Pocillopora,359,POC-359,3,148.852,49.005,126.96,148.171,110.419,67.813,AF,
20200106,1,Acropora,389,ACR-389,3,139.29,52.248,97.304,117.618,86.873,37.732,AF,In tube but was unable to get green color within tube
20200106,1,Acropora,390,ACR-390,3,153.282,41.806,99.575,137.407,110.395,65.187,AF,
20200106,1,Acropora,379,ACR-379,3,174.158,54.908,114.154,140.333,97.627,42.141,AF,
20200106,1,Acropora,350,ACR-350,3,155.684,71.462,106.736,166.131,143.307,89.142,AF,inside chamber so got colors that were inside chamber too
20200106,1,Acropora,393,ACR-393,3,156.139,65.101,104.073,145.813,113.218,53.535,AF,
20200106,1,Acropora,364,ACR-364,3,140.768,41.872,99.72,140.267,108.761,60.303,AF,
20200106,1,Acropora,374,ACR-374,3,181.688,55.379,102.942,133.299,92.585,36.648,AF,
20200106,1,Acropora,343,ACR-343,3,185.466,54.265,110.412,136.572,100.869,42.514,AF,
20200106,1,Acropora,363,ACR-363,3,189.21,60.284,115.566,138.314,91.189,41.005,AF,
20200106,1,Acropora,351,ACR-351,3,148.351,47.594,121.203,104.021,62.266,23.348,AF,
20200106,1,Acropora,345,ACR-345,3,175.191,50.792,100.459,150.551,116.685,65.292,AF,
20200106,1,Acropora,396,ACR-396,3,167.324,51.158,113.115,150.093,115.291,57.04,AF,
20200106,1,Acropora,392,ACR-392,3,176.351,51.842,102.437,146.427,116.141,60.735,AF,
20200106,1,Acropora,368,ACR-368,3,156.874,51.736,123.307,132.549,93.702,36.528,AF,
20200106,1,Porites,357,POR-357,3,168.278,65.88,146.071,98.847,71.565,31.008,AF,
20200106,1,Porites,381,POR-381,3,165.03,49.543,112.722,94.775,65.753,31.988,AF,
20200106,1,Porites,338,POR-338,3,180.101,68.703,151.658,118.066,85.334,39.476,AF,
20200106,1,Porites,383,POR-383,3,187.703,72.817,150.147,102.76,78.879,33.843,AF,
20200106,1,Porites,354,POR-354,3,170.185,64.363,139.737,97.816,71.479,31.236,AF,
20200106,1,Porites,367,POR-367,3,166.873,50.532,117.527,124.798,102.734,54.061,AF,
20200106,1,Porites,384,POR-384,3,179.097,64.547,135.125,89.236,60.478,28.851,AF,
20200106,1,Porites,365,POR-365,3,157.365,54.146,131.856,105.489,77.778,28.697,AF,
20200106,1,Porites,341,POR-341,3,NA,NA,NA,NA,NA,NA,NA,photo missing but have physiology data
20200106,1,Porites,353,POR-353,3,205.15,82.48,152.016,93.858,62.079,21.674,AF,
20200106,1,Porites,340,POR-340,3,171.787,61.501,141.378,122.84,91.137,40.41,AF,
20200106,1,Porites,349,POR-349,3,162.756,60.52,141.588,113.73,80.686,33.405,AF,
20200106,1,Porites,362,POR-362,3,185.174,57.271,124.964,131.257,94.367,41.516,AF,
20200106,1,Porites,355,POR-355,3,167.366,51.682,112.499,110.384,81.96,36.412,AF,
20200106,1,Porites,385,POR-385,3,158.151,56.171,132.093,112.595,90.887,47.021,AF,
20200109,1,Porites,344,POR-344,3,178.587,72.173,156.143,107.789,75.889,36.93,AF,
20200303,2,Porites,266,POR-266,2,73.059,9.873,60.718,80.103,48.101,16.797,AF,
20200303,2,Porites,209,POR-209,2,81.507,10.364,62.325,71.809,45.893,16.025,AF,
20200303,2,Porites,235,POR-235,2,82.498,13.613,100.55,78.392,54.897,25.558,AF,
20200303,2,Pocillopora,239,POC-239,2,108.739,16.975,74.023,82.51,43.178,4.036,AF,
20200303,2,Pocillopora,238,POC-238,2,125.23,17.87,82.301,99.573,62.159,20.382,AF,
20200303,2,Pocillopora,255,POC-255,2,50.584,10,60.866,94.295,64.112,35.021,AF,
20200303,2,Pocillopora,200,POC-200,2,68.311,9.852,62.403,90.504,60.568,24.673,AF,
20200303,2,Pocillopora,254,POC-254,2,82.844,11.134,68.193,81.736,43.471,7.0603,AF,
20200303,2,Pocillopora,201,POC-201,2,55.493,11.435,85.988,80.004,46.788,15.909,AF,
20200303,2,Pocillopora,207,POC-207,2,82.623,8.806,54.679,91.598,58.44,18.763,AF,
20200303,2,Pocillopora,215,POC-215,2,124.555,14.158,87.96,116.076,72.362,33.985,AF,
20200303,2,Pocillopora,219,POC-219,2,87.457,12.527,93.646,119.206,82.379,48.121,AF,
20200303,2,Pocillopora,222,POC-222,2,67.963,8.055,58.515,97.244,65.727,28.868,AF,
20200303,2,Pocillopora,257,POC-257,2,101.468,8.863,56.183,90.67,58.31,29.706,AF,
20200303,2,Pocillopora,259,POC-259,2,118.377,23.618,99.119,90.058,49.577,18.301,AF,
20200303,2,Pocillopora,217,POC-217,2,107.404,13.844,84.324,118.546,81.518,42.094,AF,
20200303,2,Pocillopora,205,POC-205,2,53.721,8.398,65.438,75.777,40.265,6.017,AF,
20200303,2,Pocillopora,248,POC-248,2,60.902,8.595,60.024,97.497,64.003,25.344,AF,
20200303,2,Porites,253,POR-253,2,96.749,15.278,87.591,89.541,57.15,16.066,AF,
20200303,2,Porites,216,POR-216,2,114.481,15.057,105.396,82.147,53.835,21.343,AF,
20200303,2,Porites,240,POR-240,2,116..880,15.798,82.4,77.462,41.861,15.468,AF,
20200303,2,Porites,221,POR-221,2,143.198,25.294,124.321,77.96,46.442,11.881,AF,
20200303,2,Porites,242,POR-242,2,139.512,21.017,99.789,104.942,68.804,35.581,AF,
20200303,2,Porites,236,POR-236,2,131.084,20.606,83.093,73.629,44.915,10.376,AF,
20200303,2,Porites,245,POR-245,2,110.505,14.894,103.12,104.778,72.101,31.04,AF,Very blurry image that seemed to have water drops on lense so parts of image had white spots that shouldn't have been there
20200303,2,Porites,260,POR-260,2,104.384,16.498,103.742,71.22,46.735,7.291,AF,
20200303,2,Porites,262,POR-262,2,134.543,25.791,106.11,77.596,46.581,8.217,AF,
20200303,2,Porites,251,POR-251,2,105.03,12.472,82.947,94.893,56.319,14.799,AF,
20200303,2,Porites,224,POR-224,2,79.111,12.026,60.5,87.872,55.187,16.13,AF,
20200303,2,Porites,214,POR-214,2,67.493,10.9,46.514,69.667,46.247,14.76,AF,
20200303,2,Acropora,258,ACR-258,2,140.253,24.135,99.536,129.152,74.518,23.83,AF,Very blurry with water drops
20200303,2,Acropora,244,ACR-244,2,108.535,17.071,74.673,65.301,30.655,2.066,AF,
20200303,2,Acropora,237,ACR-237,2,61.653,12.037,78.699,63.926,30.722,2.327,AF,
20200303,2,Acropora,225,ACR-225,2,97.881,13.026,81.682,95.369,56.741,15.234,AF,Very blurry with water drops
20200303,2,Acropora,229,ACR-229,2,169.529,27.744,118.346,130.208,78.352,23.629,AF,
20200303,2,Acropora,265,ACR-265,2,73.744,10.436,50.662,80.143,42.675,3.142,AF,
20200304,2,Pocillopora,371,POC-371,3,90.696,11.696,55.233,93.234,52.585,19.561,AF,
20200304,2,Pocillopora,377,POC-377,3,74.592,10.501,44.77,79.671,41.019,10.101,AF,
20200304,2,Pocillopora,395,POC-395,3,104.711,13.193,55.053,117.705,81.228,39.419,AF,
20200304,2,Pocillopora,394,POC-394,3,90.548,12.207,54.351,79.521,44.164,11.184,AF,
20200304,2,Pocillopora,372,POC-372,3,123.095,16.584,75.515,154.259,115.155,64.387,AF,
20200304,2,Pocillopora,386,POC-386,3,95.755,10.936,44.433,84.966,51.373,14.284,AF,
20200304,2,Pocillopora,346,POC-346,3,136.79,23.221,116.254,83.261,49.232,16.365,AF,
20200304,2,Pocillopora,378,POC-378,3,116.853,16.208,84.893,92.389,58.505,22.772,AF,
20200304,2,Pocillopora,366,POC-366,3,106.134,12.104,46.675,97.595,58.752,15.293,AF,
20200304,2,Pocillopora,391,POC-391,3,105.186,12.647,54.72,107.171,68.172,31.367,AF,
20200304,2,Pocillopora,373,POC-373,3,101.177,12.675,55.493,90.393,52.45,18.991,AF,
20200304,2,Pocillopora,369,POC-369,3,107.224,12.544,62.225,113.779,78.618,38.067,AF,
20200304,2,Pocillopora,375,POC-375,3,115.911,16.74,78.01,59.464,25.441,3.05,AF,
20200304,2,Pocillopora,359,POC-359,3,119.655,16.875,76.633,93.726,56.97,18.178,AF,
20200304,2,Acropora,350,ACR-350,3,105.25,12.746,51.603,101.934,67.876,28.608,AF,
20200304,2,Acropora,393,ACR-393,3,91.481,12.575,53.735,117.151,69.751,18.22,AF,
20200304,2,Acropora,364,ACR-364,3,96.53,12.597,51.343,96.542,54.606,9.334,AF,
20200304,2,Acropora,347,ACR-347,3,99.863,13.957,69.165,109.297,71.645,28.116,AF,
20200304,2,Acropora,343,ACR-343,3,131.186,18.009,75.487,104.068,62.501,16.694,AF,
20200304,2,Acropora,351,ACR-351,3,117.316,11.707,55.841,86.228,51.009,15.793,AF,
20200304,2,Acropora,396,ACR-396,3,113.497,14.179,67.018,94.902,58.794,8.495,AF,
20200304,2,Acropora,368,ACR-368,3,139.508,24.03,98.854,73.184,33.165,1.065,AF,
20200304,2,Porites,357,POR-357,3,130.977,18.541,81.745,72.512,45.769,13.82,AF,
20200304,2,Porites,381,POR-381,3,132.677,19.939,88.989,71.095,39.844,7.949,AF,
20200304,2,Porites,338,POR-338,3,116.291,16.419,75.56,74.97,47.165,10.862,AF,
20200304,2,Porites,383,POR-383,3,130.254,17.661,69.57,82.356,55.706,12.089,AF,
20200304,2,Porites,354,POR-354,3,105.964,12.15,52.072,69.526,42.029,6.072,AF,
20200304,2,Porites,367,POR-367,3,107.414,14.473,65.693,89.056,59.506,12.955,AF,
20200304,2,Porites,384,POR-384,3,99.64,12.628,56.689,71.2,38.924,18.119,AF,
20200304,2,Porites,365,POR-365,3,89.989,11.109,65.685,52.623,35.004,5.547,AF,
20200304,2,Porites,341,POR-341,3,122.108,15.573,71.316,80.353,52.775,14.253,AF,
20200304,2,Porites,353,POR-353,3,173.73,53.083,141.113,125.875,96.825,50.653,AF,
20200304,2,Porites,340,POR-340,3,116.485,13.919,66.529,90.16,61.95,28.573,AF,
20200304,2,Porites,385,POR-385,3,109.919,12.962,52.768,63.521,40.65,10.619,AF,
20200304,2,Porites,349,POR-349,3,121.587,16.011,66.09,72.655,42.158,6.325,AF,
20200304,2,Porites,355,POR-355,3,78.87,10.031,40.455,79.02,53.933,17.504,AF,
20200304,2,Acropora,360,ACR-360,3,105.17,12.408,72.62,91.646,55.124,10.986,AF,
20200305,2,Pocillopora,40,POC-40,1,103.795,12.677,49.585,79.861,46.079,15.378,AF,
20200305,2,Pocillopora,41,POC-41,1,80.207,10.526,55.383,76.342,43.94,8.879,AF,
20200305,2,Pocillopora,42,POC-42,1,102.861,12.848,56.231,86.575,58.403,26.277,AF,
20200305,2,Pocillopora,43,POC-43,1,147.454,40.153,125.196,154.431,124.883,95.03,AF,
20200305,2,Pocillopora,44,POC-44,1,84.098,8.858,50.278,75.004,45.348,15.638,AF,
20200305,2,Pocillopora,45,POC-45,1,101.261,13.155,61.395,82.8,50.254,9.502,AF,
20200305,2,Pocillopora,47,POC-47,1,136.514,25.167,109.402,128.897,89.094,42.54,AF,
20200305,2,Pocillopora,48,POC-48,1,113.194,15.898,15.898,64.488,94.454,59.78,AF,
20200305,2,Pocillopora,50,POC-50,1,114.292,14.467,66.53,80.362,44.436,8.958,AF,
20200305,2,Pocillopora,52,POC-52,1,127.175,17.682,96.925,83.597,46.254,16.121,AF,
20200305,2,Pocillopora,53,POC-53,1,70.277,11.128,36.574,104.14,71.913,34.897,AF,
20200305,2,Pocillopora,55,POC-55,1,105.967,13.085,51.191,94.609,59.271,19.525,AF,
20200305,2,Pocillopora,56,POC-56,1,115.715,14.6,71.501,71.024,36.949,11.373,AF,
20200305,2,Pocillopora,57,POC-57,1,111.143,12.863,64.196,119.558,82.232,42.469,AF,
20200305,2,Pocillopora,68,POC-68,1,112.239,13.753,89.388,92.689,59.127,24.568,AF,
20200305,2,Porites,69,POR-69,1,123.314,24.176,127.949,72.58,45.165,9.9,AF,
20200305,2,Porites,70,POR-70,1,98.689,18.157,107.337,65.093,41.506,7.2,AF,
20200305,2,Porites,71,POR-71,1,111.986,19.492,125.71,86.254,58.172,15.559,AF,
20200305,2,Porites,72,POR-72,1,114.556,19.948,105.428,92.157,61.074,12.893,AF,
20200305,2,Porites,73,POR-73,1,73.661,10.412,60.206,56.838,35.522,5.213,AF,
20200305,2,Porites,74,POR-74,1,108.098,15.718,104.249,99.07,72.797,33.237,AF,
20200305,2,Porites,75,POR-75,1,83.678,11.813,92.12,79.683,55.342,16.759,AF,
20200305,2,Porites,76,POR-76,1,126.008,20.08,91.86,68.664,49.298,14.847,AF,
20200305,2,Porites,77,POR-77,1,89.413,14.98,108.911,77.298,48.009,8.114,AF,
20200305,2,Porites,78,POR-78,1,113.824,18.745,118.011,57.632,35.597,6.844,AF,
20200305,2,Porites,79,POR-79,1,98.504,14.689,97.413,80.601,53.891,14.946,AF,
20200305,2,Porites,80,POR-80,1,104.609,14.978,105.359,83.172,56.544,19.711,AF,
20200305,2,Porites,81,POR-81,1,84.872,14.338,116.038,75.461,47.981,10.207,AF,
20200305,2,Porites,82,POR-82,1,73.653,10.22,75.489,70.354,43.358,6.991,AF,
20200305,2,Porites,83,POR-83,1,104.325,14.447,99.403,70.6,45.418,6.586,AF,
20200305,2,Acropora,139,ACR-139,1,76.969,13.48,86.716,93.087,59.686,17.378,AF,
20200305,2,Acropora,140,ACR-140,1,114.834,12.361,46.412,92.492,49.959,7.283,AF,
20200305,2,Acropora,145,ACR-145,1,111.998,13.035,49.021,83.235,43.769,7.789,AF,
20200305,2,Acropora,150,ACR-150,1,175.341,62.315,145.653,123.65,84.354,46.374,AF,
20200305,2,Acropora,173,ACR-173,1,106.937,19.356,113.945,94.889,61.634,23.236,AF,
20200305,2,Acropora,178,ACR-178,1,102.876,16.042,79.174,101.193,71.619,31.291,AF,
20200305,2,Acropora,186,ACR-186,1,98.108,18.164,118.112,90.994,56.524,9.487,AF,
20200305,2,Acropora,190,ACR-190,1,88.587,13.806,102.926,92.331,51.59,11.706,AF,
20200305,2,Acropora,51,ACR-51,1,91.963,16.705,83.173,76.545,37.742,4.165,AF,
