colony_id,partner,site,species,DW.mg.cm2,AFDW.mg.cm2,timepoint
ACR-374,Sym,site3,Acropora,2.131336202314307,2.131336202314307,timepoint1
ACR-374,Host,site3,Acropora,8.723851612414034,8.723851612414034,timepoint1
ACR-379,Sym,site3,Acropora,2.049625709746218,2.049625709746218,timepoint1
ACR-379,Host,site3,Acropora,8.214515539842278,8.214515539842278,timepoint1
ACR-389,Sym,site3,Acropora,3.8604466521281546,3.8604466521281546,timepoint1
ACR-389,Host,site3,Acropora,17.721446916019577,17.721446916019577,timepoint1
ACR-390,Sym,site3,Acropora,2.345603828462918,2.345603828462918,timepoint1
ACR-390,Host,site3,Acropora,10.546464974991968,10.546464974991968,timepoint1
ACR-393,Sym,site3,Acropora,3.7498319118012944,3.7498319118012944,timepoint1
ACR-393,Host,site3,Acropora,16.670119688552177,16.670119688552177,timepoint1
ACR-396,Host,site3,Acropora,8.691722322483393,8.691722322483393,timepoint1
ACR-396,Sym,site3,Acropora,2.3780552274314393,2.3780552274314393,timepoint1
ACR-51,Sym,site1,Acropora,2.953703027621803,2.953703027621803,timepoint1
ACR-51,Host,site1,Acropora,12.548074050910818,12.548074050910818,timepoint1
ACR-test,Sym,NA,NA,NA,NA,timepoint1
ACR-test,Host,NA,NA,NA,NA,timepoint1
POC-200,Sym,site2,Pocillopora,2.310984395284378,2.310984395284378,timepoint1
POC-200,Host,site2,Pocillopora,9.843081683618637,9.843081683618637,timepoint1
POC-201,Host,site2,Pocillopora,14.070227599449955,14.070227599449955,timepoint1
POC-201,Sym,site2,Pocillopora,2.30775281129053,2.30775281129053,timepoint1
POC-205,Sym,site2,Pocillopora,4.946213796382565,4.946213796382565,timepoint1
POC-205,Host,site2,Pocillopora,18.86888966768191,18.86888966768191,timepoint1
POC-207,Sym,site2,Pocillopora,2.3045956451988974,2.3045956451988974,timepoint1
POC-207,Host,site2,Pocillopora,9.786639041255643,9.786639041255643,timepoint1
POC-217,Sym,site2,Pocillopora,2.777059155104097,2.777059155104097,timepoint1
POC-217,Host,site2,Pocillopora,11.112744833330648,11.112744833330648,timepoint1
POC-219,Host,site2,Pocillopora,9.29433257902991,9.29433257902991,timepoint1
POC-219,Sym,site2,Pocillopora,2.668669750414521,2.668669750414521,timepoint1
POC-222,Sym,site2,Pocillopora,4.020720568080338,4.020720568080338,timepoint1
POC-222,Host,site2,Pocillopora,13.006727968350287,13.006727968350287,timepoint1
POC-238,Sym,site2,Pocillopora,3.4155300078867232,3.4155300078867232,timepoint1
POC-238,Host,site2,Pocillopora,12.695140509446402,12.695140509446402,timepoint1
POC-239,Sym,site2,Pocillopora,2.6457137591007673,2.6457137591007673,timepoint1
POC-239,Host,site2,Pocillopora,8.383220922732127,8.383220922732127,timepoint1
POC-248,Sym,site2,Pocillopora,4.744864200690558,4.744864200690558,timepoint1
POC-248,Host,site2,Pocillopora,24.063239874930648,24.063239874930648,timepoint1
POC-255,Sym,site2,Pocillopora,1.9673608289300906,1.9673608289300906,timepoint1
POC-255,Host,site2,Pocillopora,8.101888345165904,8.101888345165904,timepoint1
POC-259,Sym,site2,Pocillopora,1.7316699176653692,1.7316699176653692,timepoint1
POC-259,Host,site2,Pocillopora,5.718387601245706,5.718387601245706,timepoint1
POC-346,Host,site3,Pocillopora,8.952641765799196,8.952641765799196,timepoint1
POC-346,Sym,site3,Pocillopora,1.768881205539595,1.768881205539595,timepoint1
POC-358,Sym,site3,Pocillopora,1.909226348628605,1.909226348628605,timepoint1
POC-358,Host,site3,Pocillopora,10.549167324850046,10.549167324850046,timepoint1
POC-359,Sym,site3,Pocillopora,2.2215652750221055,2.2215652750221055,timepoint1
POC-359,Host,site3,Pocillopora,11.170464493767112,11.170464493767112,timepoint1
POC-369,Sym,site3,Pocillopora,1.7235494715125559,1.7235494715125559,timepoint1
POC-369,Host,site3,Pocillopora,7.687132628121768,7.687132628121768,timepoint1
POC-371,Sym,site3,Pocillopora,2.600415516966816,2.600415516966816,timepoint1
POC-371,Host,site3,Pocillopora,12.595762660307955,12.595762660307955,timepoint1
POC-372,Sym,site3,Pocillopora,2.299549969165471,2.299549969165471,timepoint1
POC-372,Host,site3,Pocillopora,11.902300303365829,11.902300303365829,timepoint1
POC-373,Host,site3,Pocillopora,7.846816429505234,7.846816429505234,timepoint1
POC-373,Sym,site3,Pocillopora,1.6468957139949745,1.6468957139949745,timepoint1
POC-375,Host,site3,Pocillopora,11.960532141688441,11.960532141688441,timepoint1
POC-375,Sym,site3,Pocillopora,8.35194654296268,8.35194654296268,timepoint1
POC-377,Sym,site3,Pocillopora,1.6503232674294948,1.6503232674294948,timepoint1
POC-377,Host,site3,Pocillopora,8.178463710045111,8.178463710045111,timepoint1
POC-378,Sym,site3,Pocillopora,2.255301887526215,2.255301887526215,timepoint1
POC-378,Host,site3,Pocillopora,10.833250418856279,10.833250418856279,timepoint1
POC-386,Sym,site3,Pocillopora,4.061371258567771,4.061371258567771,timepoint1
POC-386,Host,site3,Pocillopora,13.66036878909735,13.66036878909735,timepoint1
POC-391,Sym,site3,Pocillopora,1.393993481027981,1.393993481027981,timepoint1
POC-391,Host,site3,Pocillopora,8.062275729825968,8.062275729825968,timepoint1
POC-394,Sym,site3,Pocillopora,1.748672139131698,1.748672139131698,timepoint1
POC-394,Host,site3,Pocillopora,8.915105280751904,8.915105280751904,timepoint1
POC-395,Sym,site3,Pocillopora,2.6819207516089043,2.6819207516089043,timepoint1
POC-395,Host,site3,Pocillopora,11.927249601117706,11.927249601117706,timepoint1
POC-40,Host,site1,Pocillopora,13.201381830167072,13.201381830167072,timepoint1
POC-40,Sym,site1,Pocillopora,2.45560675253013,2.45560675253013,timepoint1
POC-41,Sym,site1,Pocillopora,2.6194624695244597,2.6194624695244597,timepoint1
POC-41,Host,site1,Pocillopora,9.689338216353212,9.689338216353212,timepoint1
POC-42,Sym,site1,Pocillopora,2.3880761415255325,2.3880761415255325,timepoint1
POC-42,Host,site1,Pocillopora,10.055057438002283,10.055057438002283,timepoint1
POC-43,Sym,site1,Pocillopora,2.9356825336503753,2.9356825336503753,timepoint1
POC-43,Host,site1,Pocillopora,15.126608474915878,15.126608474915878,timepoint1
POC-44,Host,site1,Pocillopora,13.586492140200498,13.586492140200498,timepoint1
POC-44,Sym,site1,Pocillopora,2.656914018528115,2.656914018528115,timepoint1
POC-45,Sym,site1,Pocillopora,1.8344040844784506,1.8344040844784506,timepoint1
POC-45,Host,site1,Pocillopora,8.033011350330403,8.033011350330403,timepoint1
POC-47,Host,site1,Pocillopora,8.775962561504752,8.775962561504752,timepoint1
POC-47,Sym,site1,Pocillopora,2.013405191019347,2.013405191019347,timepoint1
POC-48,Host,site1,Pocillopora,12.122551187897688,12.122551187897688,timepoint1
POC-48,Sym,site1,Pocillopora,2.5983430470663733,2.5983430470663733,timepoint1
POC-50,Sym,site1,Pocillopora,2.3239675180941024,2.3239675180941024,timepoint1
POC-50,Host,site1,Pocillopora,13.589301588855342,13.589301588855342,timepoint1
POC-52,Sym,site1,Pocillopora,2.53659372137739,2.53659372137739,timepoint1
POC-52,Host,site1,Pocillopora,11.368779425581154,11.368779425581154,timepoint1
POC-53,Sym,site1,Pocillopora,2.487524990092749,2.487524990092749,timepoint1
POC-53,Host,site1,Pocillopora,11.700580508954767,11.700580508954767,timepoint1
POC-55,Sym,site1,Pocillopora,3.2817741893746266,3.2817741893746266,timepoint1
POC-55,Host,site1,Pocillopora,16.076258697949907,16.076258697949907,timepoint1
POC-56,Host,site1,Pocillopora,16.815391496081052,16.815391496081052,timepoint1
POC-56,Sym,site1,Pocillopora,3.437512627770328,3.437512627770328,timepoint1
POC-57,Host,site1,Pocillopora,9.59685299755081,9.59685299755081,timepoint1
POC-57,Sym,site1,Pocillopora,2.1365906488053903,2.1365906488053903,timepoint1
POC-68,Sym,site1,Pocillopora,2.870426994589659,2.870426994589659,timepoint1
POC-68,Host,site1,Pocillopora,13.421904002479415,13.421904002479415,timepoint1
POR-209,Host,site2,Porites,44.31000865788035,44.31000865788035,timepoint1
POR-209,Sym,site2,Porites,12.158787358681169,12.158787358681169,timepoint1
POR-214,Sym,site2,Porites,9.515890008555546,9.515890008555546,timepoint1
POR-214,Host,site2,Porites,41.257704932199005,41.257704932199005,timepoint1
POR-216,Sym,site2,Porites,9.628314062635338,9.628314062635338,timepoint1
POR-216,Host,site2,Porites,41.91048053859879,41.91048053859879,timepoint1
POR-221,Sym,site2,Porites,8.051194984868424,8.051194984868424,timepoint1
POR-221,Host,site2,Porites,30.79824587585217,30.79824587585217,timepoint1
POR-236,Sym,site2,Porites,5.436832835699109,5.436832835699109,timepoint1
POR-236,Host,site2,Porites,19.65997587909046,19.65997587909046,timepoint1
POR-240,Sym,site2,Porites,12.368401745386828,12.368401745386828,timepoint1
POR-240,Host,site2,Porites,57.39585123676202,57.39585123676202,timepoint1
POR-242,Sym,site2,Porites,20.985969907378674,20.985969907378674,timepoint1
POR-242,Host,site2,Porites,102.56301082553598,102.56301082553598,timepoint1
POR-245,Sym,site2,Porites,5.9448743206109995,5.9448743206109995,timepoint1
POR-245,Host,site2,Porites,19.792430129918863,19.792430129918863,timepoint1
POR-251,Host,site2,Porites,38.005188972033494,38.005188972033494,timepoint1
POR-251,Sym,site2,Porites,8.035382811230043,8.035382811230043,timepoint1
POR-253,Host,site2,Porites,44.63337246541177,44.63337246541177,timepoint1
POR-253,Sym,site2,Porites,15.958942180558768,15.958942180558768,timepoint1
POR-260,Sym,site2,Porites,5.672795674002423,5.672795674002423,timepoint1
POR-260,Host,site2,Porites,20.359033363364276,20.359033363364276,timepoint1
POR-262,Host,site2,Porites,19.13029051516366,19.13029051516366,timepoint1
POR-262,Sym,site2,Porites,8.93925590061617,8.93925590061617,timepoint1
POR-266,Sym,site2,Porites,5.048897052477308,5.048897052477308,timepoint1
POR-266,Host,site2,Porites,18.363081900199905,18.363081900199905,timepoint1
POR-338,Host,site3,Porites,31.659977357775073,31.659977357775073,timepoint1
POR-338,Sym,site3,Porites,8.78309049280208,8.78309049280208,timepoint1
POR-340,Sym,site3,Porites,14.491599549670248,14.491599549670248,timepoint1
POR-340,Host,site3,Porites,56.196117571874474,56.196117571874474,timepoint1
POR-341,Sym,site3,Porites,20.875179778870017,20.875179778870017,timepoint1
POR-341,Host,site3,Porites,58.711443128072375,58.711443128072375,timepoint1
POR-349,Sym,site3,Porites,10.155360790312029,10.155360790312029,timepoint1
POR-349,Host,site3,Porites,35.25468690201147,35.25468690201147,timepoint1
POR-354,Sym,site3,Porites,3.951977786142934,3.951977786142934,timepoint1
POR-354,Host,site3,Porites,12.796051422092786,12.796051422092786,timepoint1
POR-355,Sym,site3,Porites,10.528568240621942,10.528568240621942,timepoint1
POR-355,Host,site3,Porites,38.62382370880341,38.62382370880341,timepoint1
POR-357,Sym,site3,Porites,13.253050563212222,13.253050563212222,timepoint1
POR-357,Host,site3,Porites,45.69220339526051,45.69220339526051,timepoint1
POR-362,Sym,site3,Porites,11.07784906995944,11.07784906995944,timepoint1
POR-362,Host,site3,Porites,28.018536390394456,28.018536390394456,timepoint1
POR-365,Sym,site3,Porites,7.980821102788912,7.980821102788912,timepoint1
POR-365,Host,site3,Porites,30.033645552161733,30.033645552161733,timepoint1
POR-367,Sym,site3,Porites,10.752154459567427,10.752154459567427,timepoint1
POR-367,Host,site3,Porites,42.38830123483308,42.38830123483308,timepoint1
POR-383,Sym,site3,Porites,13.488401772997229,13.488401772997229,timepoint1
POR-383,Host,site3,Porites,46.225204640714466,46.225204640714466,timepoint1
POR-384,Sym,site3,Porites,10.433180022979323,10.433180022979323,timepoint1
POR-384,Host,site3,Porites,44.490773662584914,44.490773662584914,timepoint1
POR-385,Sym,site3,Porites,10.308163578272808,10.308163578272808,timepoint1
POR-385,Host,site3,Porites,36.23097816825736,36.23097816825736,timepoint1
POR-69,Host,site1,Porites,41.33592156588358,41.33592156588358,timepoint1
POR-69,Sym,site1,Porites,10.936117831603807,10.936117831603807,timepoint1
POR-70,Sym,site1,Porites,7.580666948162529,7.580666948162529,timepoint1
POR-70,Host,site1,Porites,25.423840566714773,25.423840566714773,timepoint1
POR-71,Host,site1,Porites,29.733003394500106,29.733003394500106,timepoint1
POR-71,Sym,site1,Porites,7.9288009052000294,7.9288009052000294,timepoint1
POR-72,Sym,site1,Porites,7.553311303126235,7.553311303126235,timepoint1
POR-72,Host,site1,Porites,26.968937299061235,26.968937299061235,timepoint1
POR-73,Host,site1,Porites,20.959095021715655,20.959095021715655,timepoint1
POR-73,Sym,site1,Porites,9.183603467530356,9.183603467530356,timepoint1
POR-74,Sym,site1,Porites,7.287095364735428,7.287095364735428,timepoint1
POR-74,Host,site1,Porites,22.65951915536106,22.65951915536106,timepoint1
POR-75,Sym,site1,Porites,9.112672393947104,9.112672393947104,timepoint1
POR-75,Host,site1,Porites,31.360556669545993,31.360556669545993,timepoint1
POR-76,Sym,site1,Porites,6.954728385751538,6.954728385751538,timepoint1
POR-76,Host,site1,Porites,23.420603582154094,23.420603582154094,timepoint1
POR-77,Host,site1,Porites,34.636233905835326,34.636233905835326,timepoint1
POR-77,Sym,site1,Porites,11.745620746487505,11.745620746487505,timepoint1
POR-78,Sym,site1,Porites,9.330945364761783,9.330945364761783,timepoint1
POR-78,Host,site1,Porites,28.455752644482605,28.455752644482605,timepoint1
POR-79,Sym,site1,Porites,9.04369625968578,9.04369625968578,timepoint1
POR-79,Host,site1,Porites,26.669350765798725,26.669350765798725,timepoint1
POR-80,Sym,site1,Porites,17.267543538467343,17.267543538467343,timepoint1
POR-80,Host,site1,Porites,57.25361363919769,57.25361363919769,timepoint1
POR-81,Sym,site1,Porites,10.815305185169377,10.815305185169377,timepoint1
POR-81,Host,site1,Porites,45.65021794767563,45.65021794767563,timepoint1
POR-82,Host,site1,Porites,40.628002350993036,40.628002350993036,timepoint1
POR-82,Sym,site1,Porites,13.25010808380813,13.25010808380813,timepoint1
POR-83,Sym,site1,Porites,11.190397394283309,11.190397394283309,timepoint1
POR-83,Host,site1,Porites,42.50458913649844,42.50458913649844,timepoint1
