colony_id,uae.mmol,uae.mmol.cm2,uae.mmol.ugprot
POC-377,0.0010107560789951852,1.2242271542867897e-5,4.299541645826702e-8
POC-377,0.0011060744535087476,1.3396767121049196e-5,4.705005762590644e-8
ACR-379,6.317225493719909e-4,1.427399933936299e-5,4.5050933719875083e-8
ACR-379,7.012739545015232e-4,1.5845538477640788e-5,5.001095255366482e-8
POC-358,7.681664832694132e-4,1.735699934347563e-5,4.302597497760856e-8
POC-358,7.250939362746143e-4,1.6383759575543257e-5,4.061342721669549e-8
POC-346,6.912965334429672e-4,1.5004596500167185e-5,4.6117437529644804e-8
POR-221,0.002583544387950406,2.2312641158221094e-4,1.2366835379624763e-7
POC-205,8.158122579963456e-4,2.8208409468704123e-5,4.682055119161432e-8
POC-395,0.0010378517791767928,2.3919149262157605e-5,5.893947438153627e-8
POC-395,0.001136724925757432,2.6197857646660593e-5,6.455446816661585e-8
POR-221,0.0027591856186229345,2.3829557132594396e-4,1.320758973079156e-7
POC-255,7.665945214554936e-4,1.145026274459517e-5,3.9632495880760115e-08
POC-255,6.345834669306144e-4,9.478475551763395e-6,3.2807600283099855e-8
ACR-244,6.083428229157644e-4,5.700837070020909e-5,7.41174297223394e-8
ACR-244,6.579913100574153e-4,6.166097652221895e-5,8.016635167543248e-8
POR-209,0.003924402544636595,4.937632039822913e-4,1.365817238564867e-7
POR-209,0.004320055462030176,5.435437374355142e-4,1.5035170715759262e-7
POC-205,7.203811550253098e-4,2.4908680147072502e-5,4.134363318979189e-8
POR-383,0.011596413927168809,0.0010867107148310135,2.3358617430007723e-7
POR-338,0.02311306391840941,7.160299794202758e-4,2.317065390373701e-7
POC-219,6.991157669360038e-4,1.683249359761525e-5,5.1182173838411396e-8
POC-219,7.521615796772974e-4,1.8109668774569678e-5,5.506565084969905e-8
POR-383,0.011344821693083278,0.0010631337730051906,2.2851836042134335e-7
POC-391,6.713832743283466e-4,1.1976738197896147e-5,3.6645820914827855e-8
POC-391,7.012739545015246e-4,1.2509955012612501e-5,3.827733089509134e-8
POR-354,0.007040097336667033,1.442776325113571e-4,1.5216813936717464e-7
POR-354,0.0072261305220410205,1.4809014053088573e-4,1.5618915247610848e-7
POR-365,0.005922827719523562,5.285091257751044e-4,1.9738171658474963e-7
POR-365,0.0058111651697416895,5.185451897361573e-4,1.936604964517506e-7
POR-338,0.027997011365857936,8.673319791305303e-4,2.8066770506379855e-7
POC-40,4.641709339796046e-4,1.700787812723313e-5,3.2938805253829816e-8
POR-71,0.00790989108668564,4.324365260902985e-4,1.0657755959806113e-7
ACR-187,4.1748912298066737e-4,1.0314433671122364e-5,2.979444903275549e-8
ACR-187,7.312896153736023e-4,1.8067149099117708e-5,5.2189075053917306e-8
POC-40,4.641709339796046e-4,1.700787812723313e-5,3.2938805253829816e-8
POR-70,0.018801911545850664,6.721613794342939e-4,1.8867623309762548e-7
POR-70,0.024146923866882365,8.632435917953466e-4,2.423131618818807e-7
POR-81,0.004696662987174697,5.572003717737461e-4,1.5826677367323348e-7
POR-81,0.006291904546921121,7.464558479675665e-4,2.120227565018844e-7
POC-48,3.6092709177960213e-4,1.0856194383650224e-5,2.0908506063257615e-8
POC-48,4.247454269423787e-4,1.2775762816022466e-5,2.4605502154957854e-8
POR-71,0.01141671935498976,6.241560601927736e-4,1.5382842496009665e-7
ACR-139,4.441688729087724e-4,2.8714539618020576e-5,4.5029447387791866e-8
ACR-234,7.70715482614337e-4,2.8534311180110398e-5,5.804916620411609e-8
POR-240,0.0017256289867227798,1.8312957299115675e-4,5.9175936526120036e-8
POR-240,0.0032267846857915203,3.424372829791457e-4,1.1065414826653625e-7
ACR-139,4.142699124039758e-4,2.678163765591269e-5,4.1998317222853616e-8
POC-41,0.0016526202079573211,2.3773827304410194e-5,3.9264049132622125e-8
POC-41,0.001933926565615167,2.7820570006931346e-5,4.594751251713974e-8
ACR-190,4.6596473985533127e-4,2.541769460559397e-5,3.934102396101624e-8
ACR-190,5.930581595295958e-4,3.23504546437548e-5,5.007141800380388e-8
POR-77,5.753945186631484e-4,5.060610727460863e-5,6.552960888618779e-9
POR-77,0.006993911571430294,6.151164597035918e-4,7.965113934787348e-8
ACR-234,6.829193261284453e-4,2.5283821335157203e-5,5.143648773210156e-8
POC-371,5.049716700681799e-4,1.1522272085257193e-5,3.265637630030313e-8
POC-238,6.754140076612674e-4,2.4192905513159706e-5,5.2305825914748373e-08
POC-201,5.764402222789446e-4,1.0200471708038477e-5,2.4539560820579376e-8
POC-201,8.555244097042721e-4,1.5139041655045702e-5,3.642041702507875e-8
POC-371,5.471665971917701e-4,1.24850616034691e-5,3.5385110405180306e-8
POC-200,8.848595628069979e-4,1.7056808028808042e-5,3.399597493640133e-8
POC-200,9.232262094408129e-4,1.779637457004102e-5,3.547000721472054e-8
POR-357,0.008195212286230718,8.020955094943111e-4,1.2780911785827276e-7
POR-357,0.014421508916641226,0.0014114860162445387,2.2491184711810392e-7
POC-248,2.2094371375792045e-4,1.2320579605832958e-5,2.1513696055708552e-8
POC-248,2.565343557526578e-4,1.4305235926036336e-5,2.4979222371344074e-8
POC-238,7.107382318354438e-4,2.5458197035215488e-5,5.5041426152927993e-8
POR-262,0.0229049534963789,4.153244017278812e-4,1.9786368148082223e-7
POR-236,0.004827873424596129,4.725216942557743e-4,2.2035026409833554e-7
ACR-243,9.179621649633172e-4,4.169209774330991e-5,6.809830952502578e-8
ACR-243,0.0010070749114925199,4.5739429409336455e-5,7.470906934431888e-8
POR-262,0.022128517650154254,4.0124566747660616e-4,1.91156466162006e-7
POC-254,7.700572307894516e-4,2.1610484735797005e-5,5.712662979656479e-8
POC-254,7.700572307894516e-4,2.1610484735797005e-5,5.712662979656479e-8
POC-239,6.256114003742764e-4,1.0982383046781467e-5,5.209115836287679e-8
POC-239,6.823941487407837e-4,1.1979183764666258e-5,5.681913987930943e-8
POR-242,0.003682881892561544,2.163197524093905e-4,7.82969842455539e-8
POR-242,0.0038537399946447087,2.2635536675108796e-4,8.192937716970663e-8
POR-236,0.004541842927885463,4.445268395800118e-4,2.0729546958585395e-7
ACR-237,4.3724640397070565e-4,2.098351640902431e-5,4.099340893057682e-8
ACR-265,6.912965334429672e-4,1.907701853109197e-5,6.017713768725395e-8
POR-367,0.008246854157033185,4.918657097910147e-4,NA
POR-367,0.008553078603217287,5.101298019781244e-4,NA
ACR-237,4.998254786427527e-4,2.3986695001958908e-5,4.6860420243264936e-8
POR-266,0.002888623123729583,1.285459882577308e-4,1.6114244042948537e-7
POR-266,0.003268879792713746,1.454677074341151e-4,1.8235513762294288e-7
ACR-231,6.501714297866034e-4,2.9062271942822845e-5,4.931331905573912e-8
ACR-231,7.059735319248036e-4,3.155659235283199e-5,5.354572106642912e-8
POR-260,0.013497107450216164,3.3827506579112973e-4,1.849067642931726e-7
POR-260,0.014063200667962027,3.5246293687263524e-4,1.926620900596591e-7
ACR-265,5.922818598628713e-4,1.6344609685744637e-5,5.155794265757207e-8
ACR-351,3.4166836377597874e-4,1.6043770878697585e-5,5.6980916409072655e-8
ACR-193,5.87495785576523e-4,2.0552567955945948e-5,5.5352317307594896e-8
POR-69,0.0095120353776223035,8.399389513355026e-4,2.605952648148001e-7
POR-69,0.00936531620961477,8.269832442523495e-4,2.5657569182937165e-7
ACR-351,3.647637297959139e-4,1.712826332830128e-5,6.083259031319133e-8
ACR-225,0.0014362593862879984,6.529947560042626e-5,1.1861465764410915e-7
ACR-225,0.002606368206266781,1.1849842633976495e-4,2.152490528050298e-7
POR-349,0.011639544819365192,6.046800150096257e-4,NA
POR-349,0.010998127563144198,5.713580765542783e-4,NA
POC-386,0.0010107560789951852,3.121610588156806e-5,5.9387474888591666e-8
POC-386,0.0010742132389253544,3.3175911481048603e-05,6.311593180334076e-8
ACR-193,5.591576878263975e-4,1.956120649591411e-5,5.268237580832217e-8
ACR-140,7.39460022800551e-4,2.9360420431432107e-5,7.752478911825704e-8
ACR-140,7.39460022800551e-4,2.9360420431432107e-5,7.752478911825704e-8
ACR-140,7.39460022800551e-4,2.9360420431432107e-5,7.752478911825704e-8
ACR-140,7.39460022800551e-4,2.9360420431432107e-5,7.752478911825704e-8
ACR-390,4.1823569075458795e-4,1.6022877797711942e-5,5.7052840581287295e-8
ACR-150,7.50299044190631e-4,2.1152994036746636e-5,4.1721127691460686e-8
ACR-150,7.50299044190631e-4,2.1152994036746636e-5,4.1721127691460686e-8
ACR-140,7.148044777535723e-4,2.8381466672980365e-5,7.493990843312734e-8
ACR-140,7.148044777535723e-4,2.8381466672980365e-5,7.493990843312734e-8
ACR-140,7.148044777535723e-4,2.8381466672980365e-5,7.493990843312734e-8
ACR-140,7.148044777535723e-4,2.8381466672980365e-5,7.493990843312734e-8
POC-44,8.006285153649543e-4,2.8278056387960178e-5,5.548795713496524e-8
POC-44,8.223452418830617e-4,2.904508729587259e-5,5.699304565857249e-8
ACR-51,4.426665028625647e-4,2.5591367485884282e-5,6.749157058649475e-8
ACR-51,4.128993084440131e-4,2.387047104022431e-5,6.295308689669693e-8
POR-385,0.00668144176945872,NA,NA
POR-385,0.006528847569194931,NA,NA
ACR-390,4.0973198719808455e-4,1.5697095455540257e-5,5.5892823743689385e-8
POC-47,8.257986168880262e-4,1.1931750580454787e-5,3.441469651878478e-8
POR-76,0.009050813252632673,5.847719901184985e-4,2.1990743798362218e-7
POC-56,4.655467962491624e-4,2.8334102264588572e-5,4.0706323309526745e-08
POC-56,5.215570211924376e-4,3.1742995751111464e-5,4.560372641389701e-8
POC-47,9.903185029028934e-4,1.4308855852018134e-5,4.127097095751328e-8
POR-80,0.012214223036559224,0.001174067955130728,1.3988460601375085e-7
POR-80,0.011907577726657789,0.0011445922831318789,1.3637272005644232e-7
POR-75,0.01179778594600255,8.536183979964731e-4,2.3553264877007975e-7
POR-75,0.01158123520227272,8.379500599037451e-4,2.312093994335295e-7
POR-78,0.016185753870776465,5.975405952583864e-4,1.8033836273894673e-7
POR-78,0.01650310678237525,6.092565307172903e-4,1.838742440420409e-7
POR-76,0.008309662846024529,5.368863486681778e-4,2.0189972060747275e-7
POC-43,8.567646872990962e-4,2.5145551339913144e-5,4.153577824968852e-8
POR-73,0.024550031350292306,0.0016035732099168778,2.8939924459532974e-7
ACR-176,0.0013893371414312394,2.2900467369795837e-5,4.7611565980744457e-8
ACR-176,0.0013270065663032531,2.1873071456095143e-5,4.547554283573106e-8
POC-43,7.879830089381455e-4,2.3126848596779555e-5,3.820125643478031e-8
POR-79,0.018417139352732363,5.370983184178647e-4,1.8031524757662028e-7
POR-79,0.01894513435935198,5.524962162540644e-4,1.8548464704276e-7
ACR-175,3.7923698834141096e-4,3.487123894837508e-5,6.812427023975912e-8
ACR-175,4.0790612899817004e-4,3.750739650953155e-5,7.327425387976328e-8
POR-82,0.00954827656717161,0.0010667299061715343,1.907072226044018e-7
POR-82,0.011145959369724916,0.0012452224345424852,2.2261765667428686e-7
POR-73,0.02114985490904772,0.001381478509817629,2.493174834135745e-7
ACR-165,3.429501806511419e-4,2.7778550098463272e-5,6.229925991616532e-8
POC-359,4.6093207209974127e-4,1.6653790180282583e-5,3.7596960294387554e-8
ACR-374,6.091446236170828e-4,1.9792085615049673e-5,5.111119037701016e-8
ACR-374,6.091446236170828e-4,1.9792085615049673e-5,5.111119037701016e-8
ACR-165,2.969526970902517e-4,2.405280952858387e-5,5.394350055074188e-8
POR-340,0.008083216395234197,8.279107667900227e-4,1.76002318527468e-7
POR-340,0.008053256001842804,8.248421204674248e-4,1.75349966982854e-7
POC-366,0.0013936866748945503,9.732537458997832e-6,5.679888878657407e-8
POC-366,0.0014125751255808427,9.864441248535522e-6,5.7568676594125996e-8
POC-375,5.471455946938708e-4,1.5016276213805185e-5,4.41179159632389e-8
POC-375,5.240341713357383e-4,1.4381988886619299e-5,4.2254375722043296e-8
POC-359,4.6093207209974127e-4,1.6653790180282583e-5,3.7596960294387554e-8
POC-372,4.780939360930678e-4,1.770054119002285e-5,3.857756771348873e-8
POR-381,0.001269610340575462,8.347356294583599e-5,8.772887406147646e-8
POR-384,0.008805610581876162,4.789103759834095e-4,1.04861737171702e-7
POR-384,0.006621738273458548,3.601362036986755e-4,7.885506314353332e-8
POC-372,5.125612138408643e-4,1.89766282169122e-5,4.135874446733152e-8
ACR-396,7.600300528383102e-4,1.981480774401509e-5,4.5716864006077813e-8
ACR-396,7.21314957743409e-4,1.8805463227660908e-5,4.3388097227940284e-8
POR-341,0.013438169527163714,NA,NA
POR-341,0.012270318306482429,NA,NA
ACR-368,3.081504644131179e-4,1.9119054632475763e-5,4.1008130935572634e-8
POR-381,0.0013504721856309255,8.879001800093128e-5,9.331635109638624e-8
POC-48,6.633556830464158e-4,1.9952833701518088e-5,3.842819405073054e-8
POR-253,0.007877754416180398,2.706483708226389e-4,1.5225608711541772e-7
ACR-393,6.005068508918896e-4,1.919719497267664e-5,6.05464226140363e-8
ACR-393,5.3392803847576e-4,1.7068782214182058e-5,5.3833578442982285e-8
POC-48,6.194271832636566e-4,1.86315243748273e-5,3.5883416102561176e-8
POC-369,8.415287454018294e-4,1.2000070858138818e-5,3.412728502978063e-8
POC-369,8.895872392943937e-4,1.2685377611113522e-5,3.6076245095773824e-8
ACR-364,4.5654062654327567e-4,1.8452927988428928e-5,2.7474324846940812e-8
ACR-364,3.8939767972436727e-4,1.573907539668639e-5,2.343370496596577e-8
POC-378,0.001266716754730517,1.8920353927271593e-5,3.24775423951438e-8
POC-378,0.0010583158364014956,1.5807567174567474e-5,2.71343197410331e-8
POR-253,0.007540361778011992,2.590568990625804e-4,1.4573518278212717e-7
ACR-363,6.159523722751015e-4,1.7972510397090027e-5,NA
ACR-345,3.034963799097415e-4,1.53681926128117e-5,4.2950425336221626e-8
POR-362,0.024355937074731753,7.812254206841637e-4,1.9178885752790903e-7
POR-362,0.020554437224899948,6.592909490067546e-4,1.6185425427882465e-7
ACR-363,6.159523722751015e-4,1.7972510397090027e-5,NA
POC-394,3.5617478298616376e-4,1.2356206401128485e-5,3.032112324308005e-8
POC-394,3.8939767972436727e-4,1.3508755624009791e-5,3.3149385081398696e-8
POR-355,0.012642500591632138,5.199638127127423e-4,1.9020441333013428e-7
POR-355,0.01380049046061412,5.675898992606147e-4,2.076261869797033e-7
ACR-345,2.9041810920958194e-4,1.4705946218893204e-5,4.109960494290705e-8
ACR-389,5.00489120299421e-4,2.028883398034644e-5,6.034484129532096e-8
POC-217,9.78545963223833e-4,2.382058844118346e-5,4.962472658013427e-8
POR-224,0.0023638525209104745,2.533000646811231e-4,1.2055621035549214e-7
POR-224,0.002209528285264181,2.3676335669055233e-4,1.1268569184769654e-7
ACR-389,5.156101311137173e-4,2.0901809698665238e-5,6.216800779545915e-8
ACR-343,8.069416015320985e-4,2.5214869721410653e-5,6.444585630319685e-8
ACR-343,7.449672494510629e-4,2.3278329071101914e-5,5.9496315740267684e-08
ACR-229,7.079167808727504e-4,3.7573959195576585e-5,4.346118239627068e-8
ACR-229,7.204416081720187e-4,3.8238736981030634e-5,4.423011995848554e-8
POC-207,5.867516488414923e-4,1.5458214256652574e-5,4.329611368245932e-8
POC-207,6.184551383857597e-4,1.6293455768161684e-5,4.5635498480353726e-8
POC-217,9.388701462181718e-4,2.2854766350572694e-5,4.7612658016422845e-8
POR-235,0.012755463614274615,5.251980005562114e-4,1.6175847851797407e-7
POC-222,8.364713815091759e-4,1.6674020212466686e-5,3.81439797825182e-8
POR-216,0.0016281132312276334,2.956889217981438e-4,1.1455225490611744e-7
POR-216,0.0015320100120405319,2.7823518656786255e-4,1.0779053818367643e-7
POR-235,0.009618072330132137,3.9601793472543136e-4,1.2197163454387514e-7
ACR-350,8.211434694439535e-4,1.4873483411688147e-5,4.912609673551112e-8
ACR-350,8.357001114988799e-4,1.5137149850246612e-5,4.999696891844252e-8
POR-353,0.013467703097542012,3.8391629835776817e-4,1.3033254855843372e-7
POR-353,0.016149066292032135,4.603524229683031e-4,1.5628121227767344e-7
ACR-258,6.27353536131882e-4,4.3864721276069584e-5,5.815746656848448e-8
ACR-258,6.785535384967095e-4,4.744463866509843e-5,6.290385318200126e-8
POC-222,8.024802055510105e-4,1.5996448250650865e-5,3.659394620433049e-8
POR-251,0.0021900655817414655,1.3790090165881203e-4,9.042120954550839e-8
POR-251,7.848795512036547e-4,4.942116743302384e-5,3.2405311950036456e-8
ACR-247,5.132892568351762e-4,3.184679718846094e-5,5.877368511285764e-8
ACR-247,5.237401457803077e-4,3.2495217813367196e-5,5.99703539459399e-8
POR-245,0.00722889174418885,4.4851328214813514e-4,2.1347751840210938e-7
POR-245,0.008359732174884086,5.186757594828741e-4,2.468725417883228e-7
POR-216,0.0016834509099291814,3.057390449936509e-4,1.1844575307009513e-7
POR-216,0.0016834509099291814,3.057390449936509e-4,1.1844575307009513e-7
