colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
POC-42,4.151833883103513,2.944735293579397,timepoint1
POC-44,3.790861942013381,2.437768932340791,timepoint1
POC-47,2.8159372782584153,1.0024371835384334,timepoint1
POC-48,3.8926769864934534,1.623369713226137,timepoint1
POC-50,1.745654930218375,0.7804493459599475,timepoint1
POC-53,3.3868382107007906,2.8154867339254306,timepoint1
POC-55,2.7324281033615483,1.169205968797794,timepoint1
POC-56,5.999130572208979,4.1138161702555145,timepoint1
POC-57,4.615679746101262,2.8345970088480152,timepoint1
POC-68,3.3858945533541687,1.5329674832772358,timepoint1
POR-338,6.030927810525119,2.5925436297649114,timepoint1
POR-349,5.92447367541174,2.201752603028299,timepoint1
POR-367,5.415895237684857,4.495744583406627,timepoint1
POR-69,11.34279115181258,12.842452419095057,timepoint1
POR-72,7.993611429986124,7.701062911196714,timepoint1
POR-73,7.326356993626105,1.99287395107244,timepoint1
POR-74,8.317786982604034,3.1421414474213876,timepoint1
POR-75,9.244938004155978,4.2186144575200535,timepoint1
POR-76,8.31952105556845,6.5187875916172775,timepoint1
POR-78,12.666660000717172,4.661206588682991,timepoint1
POR-83,9.941490029700462,4.8066676150529135,timepoint1
ACR-139,2.7886989432707447,2.5416343738421032,timepoint1
ACR-145,1.7908038978667797,1.213468867257515,timepoint1
ACR-165,2.7703237038675956,1.0237056487370704,timepoint1
ACR-173,2.9911381616307704,3.2424896364614417,timepoint1
ACR-185,4.018285667787139,2.5323257590094785,timepoint1
ACR-190,4.58799850016607,5.151603459018786,timepoint1
ACR-193,3.7963432118467506,4.124639610408246,timepoint1
POC-359,1.3799177540057328,1.0774800377585996,timepoint1
POC-43,3.0875648876336776,1.1282769188012316,timepoint1
POC-45,2.2434532153095423,0.7515661440230802,timepoint1
POC-52,4.884104128430694,1.944916547749514,timepoint1
POR-365,5.818838483102791,2.9298903291904947,timepoint1
POR-70,9.320513447779327,3.2570764637135574,timepoint1
POR-71,14.53407971613437,15.687013841615936,timepoint1
POR-77,39.85776295598256,70.06022523946332,timepoint1
POR-79,9.514257714864426,4.398651651305366,timepoint1
POR-80,24.348547307975064,18.988901784958284,timepoint1
POR-81,12.471182732469583,17.533109773173354,timepoint1
POR-82,6.411344143358632,2.7849292343243457,timepoint1
