"","colony_id","weight1.g","weight2.g","Notes","delta.mass.g","surface.area.cm2"
"56","POR-251",22.3088,22.6636,"",0.354799999999997,15.8814449753202
"57","POR-253",23.5029,24.1491,"",0.6462,29.1069715004597
"58","POR-240",11.3018,11.5143,"",0.2125,9.42299465093008
"59","POR-209",16.21,16.39,"",0.18,7.94794450656826
"60","POC-238",10.7,11.32,"",0.620000000000001,27.9178541533127
"61","POC-259",37.14,39.87,"",2.73,123.682648141109
"62","ACR-258",3.88,4.2,"",0.32,14.302006666896
"63","POC-255",16.82,18.3,"",1.48,66.9499502810402
"64","POC-217",10.96,11.87,"",0.909999999999998,41.0798400568486
"65","POC-219",10.66,11.58,"",0.92,41.5337016397292
"66","ACR-228",6.46,6.96,"",0.5,22.471515158746
"67","ACR-224",2.51,2.75,"",0.24,10.6711140038516
"68","POR-221",9.58,9.84,"",0.26,11.5788371696127
"69","POR-262",47.14,48.36,"",1.22,55.1495491261458
"70","POR-266",10.52,11.02,"",0.5,22.471515158746
"71","POR-236",5.74,5.97,"",0.23,10.217252420971
"72","ACR-247",4.11,4.47,"",0.359999999999999,16.1174529984182
"73","POR-235",19.38,19.92,"",0.540000000000003,24.2869614902683
"74","ACR-267",9.12,10.03,"",0.91,41.0798400568487
"75","POC-201",14.67,15.92,"",1.25,56.5111338747875
"76","POC-239",13.8,15.06,"",1.26,56.964995457668
"77","POR-214",1.57,1.66,"",0.0899999999999999,3.86319026064328
"78","ACR-234",6.03,6.63,"",0.6,27.0101309875515
"79","POC-254",8.49,9.28,"",0.789999999999999,35.633501062282
"80","POR-245",7.08,7.44,"",0.36,16.1174529984182
"81","POR-242",12.6,12.98,"",0.380000000000001,17.0251761641794
"82","ACR-229",4.73,5.15,"",0.42,18.8406224957015
"83","POC-248",6.67,7.07,"",0.4,17.9328993299405
"84","ACR-256",5.1,5.72,"",0.62,27.9178541533126
"85","ACR-243",3.09,3.58,"",0.49,22.0176535758654
"86","POC-346",10.8,11.82,"",1.02,46.0723174685347
"87","POR-354",24.06,25.14,"",1.08,48.7954869658182
"88","POC-378",19.48,20.96,"",1.48,66.9499502810402
"89","POC-391",15.15,16.39,"",1.24,56.0572722919069
"90","POR-387",8.84,9.06,"",0.220000000000001,9.76339083809051
"91","ACR-396",10.69,11.54,"",0.85,38.3566705595653
"92","POC-372",7.64,8.24,"",0.600000000000001,27.0101309875515
"93","POC-366",16.61,19.77,"",3.16,143.198696204973
"94","ACR-364",7.39,7.94,"",0.550000000000001,24.7408230731488
"95","ACR-379",14.03,15.01,"",0.98,44.2568711370126
"96","ACR-368",6.22,6.58,"",0.36,16.1174529984182
"97","POC-373",16.95,18.26,"",1.31,59.2343033720709
"98","POR-381",11.5,11.84,"",0.34,15.2097298326571
"99","POR-344",9.58,9.74,"",0.16,7.04022134080717
"100","POR-384",26.84,27.25,"",0.41,18.386760912821
"101","POR-340",14.43,14.65,"",0.220000000000001,9.76339083809051
"102","POC-358",12.62,13.6,"",0.98,44.2568711370126
"103","ACR-343",11.34,12.05,"",0.710000000000001,32.0026083992376
"104","POR-383",14.36,14.6,"",0.24,10.6711140038516
"105","ACR-363",9.51,10.27,"",0.76,34.2719163136404
"106","ACR-345",6.86,7.3,"",0.44,19.7483456614626
"107","POC-394",8.28,8.92,"",0.640000000000001,28.8255773190738
"108","ACR-390",6.51,7.09,"",0.58,26.1024078217904
"109","POR-357",11.8,12.03,"",0.229999999999999,10.217252420971
"110","POC-369",22.7,24.25,"",1.55,70.1269813612041
"111","ACR-225",3.1376,3.6271,"",0.4895,21.9949604967214
"112","POC-386",10.9112,11.6295,"",0.718300000000001,32.3793135130285
"113","POC-359",7.3826,7.9973,"",0.6147,27.6773075143859
"114","POR-367",10.2646,10.6389,"",0.3743,16.7664750619374
"115","ACR-374",9.8259,10.5089,"",0.683,30.7771821254601
"116","POC-375",6.7547,7.5624,"",0.807700000000001,36.4368360639806
"117","POR-349",13.5703,13.9993,"",0.429,19.2490979202941
"118","ACR-351",4.7442,5.2183,"",0.4741,21.2960136590853
"119","POR-338",21.6031,22.3192,"",0.716099999999997,32.2794639647946
"120","POR-365",6.131,6.3828,"",0.251799999999999,11.2066706716506
