"","colony_id","cre.umol.mgprot","timepoint","Host_AFDW.mg.cm2","Sym_AFDW.mg.cm2","Host_DW.mg.cm2","Sym_DW.mg.cm2","chla.ug.cm2","chlc2.ug.cm2","prot_ug.cm2","surface.area.cm2","cells.cm2","Am","AQY","Rd","month","colony_id_corr","site","species","nutrient","site_code","mgprot","mgafdw","cells","cells.mgprot","cells.mgAFDW","chla.ug.mgprot","chla.ug.mgAFDW","chlc2.ug.mgprot","chlc2.ug.mgAFDW","prot_mg.cm2","prot_mg.mgafdw","cre.umol.mgafdw","cre.umol.cm2","chla.ug.cell","chlc2.ug.cell"
"11","ACR-173",0.259296860072002,"timepoint2",1.64971038638126,0.562401268084465,295.673093340956,358.249607769824,1.43073007929802,0.352081940529831,545.808338828848,34.00596884,959206.607233001,NA,NA,NA,"March 2020","ACR-173","Manava","Acropora","High","Manava High",18.560741362826,56.0999999943055,32618749.9966876,1757405.55611735,581439.393939368,2.62130491147858,0.867261363636326,0.645065154712183,0.213420454545445,0.545808338828848,0.330851004718538,0.085788626675184,0.141526388459435,1.49157654723127e-06,3.67055374592834e-07
"12","ACR-173",0.215876200057022,"timepoint3",0.235241221743313,0.655961099091867,211.789481483357,267.29283820583,1.22457079913302,1.38692343309309,542.22355202407,41.4468175592083,179145.238096824,0.577729274539702,0.00152121414318044,0.27713000853506,"September 2020","ACR-173","Manava","Acropora","High","Manava High",22.4734406370475,9.75000000000037,7425000,330389.997682859,761538.461538433,2.25842421370633,5.20559615384595,2.55784432069731,5.89574999999977,0.54222355202407,2.30496827046632,0.497587791480275,0.117053159992377,6.83563131313131e-06,7.74189393939394e-06
"13","ACR-173",0.680334309364363,"timepoint4",1.01994031052399,0.799953184724654,237.786084159414,285.333301576488,0.811712496540145,0.212702552110891,326.083143739215,35.0020482881587,279983.614653642,0.622963842698408,0.00229337804461453,0.148512275913643,"November 2020","ACR-173","Manava","Acropora","High","Manava High",11.4135779431146,35.7000000000003,9800000,858626.457789424,274509.803921566,2.48928076205408,0.795843137254897,0.652295453459563,0.208544117647057,0.326083143739215,0.31970806563346,0.217508366030957,0.221845550391179,2.89914285714286e-06,7.59696428571429e-07
"14","ACR-178",0.112767013161506,"timepoint2",1.07307231915549,0.701434887521388,117.998576306402,142.932740676504,1.11278337848938,0.288474326899578,416.636021963189,23.36282425,520948.71763283,NA,NA,NA,"March 2020","ACR-178","Manava","Acropora","High","Manava High",9.73379415734513,25.0699999999697,12170833.3333187,1250368.88355961,485474.006116209,2.67087654410185,1.03700688073395,0.692389307915064,0.268830275229359,0.416636021963189,0.388264625343314,0.0437834421162366,0.0469827997722803,2.13607086614174e-06,5.53748031496064e-07
"15","ACR-178",0.264076452990219,"timepoint3",0.720255540087371,0.418753220981066,200.231040144291,238.814961925484,0.773437199151971,0.238500897009748,479.019664525646,38.8056716601016,292661.973330078,0.694875653943912,0.00157140718332823,0.308580901794471,"September 2020","ACR-178","Manava","Acropora","High","Manava High",18.5886798203142,27.9499999999997,11356944.4444444,610960.248615033,406330.74935401,1.61462515305687,1.07383720930234,0.497893749823248,0.331133720930236,0.479019664525646,0.665069045449533,0.175629074515904,0.126497813920497,2.64276629570747e-06,8.14936406995231e-07
"16","ACR-178",2.42030784521431,"timepoint4",0.715530010992324,0.75921062212847,98.7098610513132,119.820076404689,1.22424896848775,0.4165195875325,241.671377568144,38.461000345512,277337.213562917,0.952835963338385,0.00249971132827182,0.361786429491497,"November 2020","ACR-178","Manava","Acropora","High","Manava High",9.29492293614873,27.52,10666666.6666667,1147579.89280181,387596.899224806,5.06575905184531,1.71096802325581,1.72349573095413,0.582113372093023,0.241671377568144,0.337751560179823,0.817462750836598,0.584919131091927,4.4142975e-06,1.5018525e-06
"17","ACR-178",NA,"timepoint1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 2020","ACR-178","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","ACR-180",0.118145705056098,"timepoint1",1.62711338153373,1.17965720161186,390.735007441491,463.48324672986,2.02955953753873,1.79438063715531,NA,15.3646330266401,698302.826241526,NA,NA,NA,"January 2020","ACR-180","Manava","Acropora","High","Manava High",NA,25.0000000000012,10729166.6666667,NA,429166.666666646,NA,1.24733749999994,NA,1.10279999999994,NA,NA,NA,NA,2.90641747572815e-06,2.56963106796116e-06
"19","ACR-180",NA,"timepoint4",0.505304027143271,0.503330183287229,94.5708068300311,113.801967519316,0.561680955359145,0.299250519324749,NA,30.3975412324295,214820.006331087,0.815681235790189,0.00243650686496438,0.348568542509586,"November 2020","ACR-180","Manava","Acropora","High","Manava High",NA,15.3600000000003,6530000,NA,425130.208333326,NA,1.11157031249998,NA,0.592218749999991,NA,NA,NA,NA,2.61465849923431e-06,1.3930290964778e-06
"20","ACR-180",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-180","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ACR-180",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-180","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","ACR-185",0.131664846071164,"timepoint1",2.31788884769683,0.740436715236543,309.72145869336,371.023180134809,3.04075789704185,3.76892589783588,NA,15.5313746108969,1161806.01501842,NA,NA,NA,"January 2020","ACR-185","Manava","Acropora","High","Manava High",NA,35.9999999999996,18044444.4444444,NA,501234.56790124,NA,1.31186527777779,NA,1.62601666666669,NA,NA,NA,NA,2.61726816502463e-06,3.24402339901478e-06
"23","ACR-185",0.131664846071164,"timepoint1",2.31788884769683,0.740436715236543,309.72145869336,371.023180134809,2.41097140067228,1.51939545540569,NA,15.5313746108969,1161806.01501842,NA,NA,NA,"January 2020","ACR-185","Manava","Acropora","High","Manava High",NA,35.9999999999996,18044444.4444444,NA,501234.56790124,NA,1.04015833333335,NA,0.655508333333341,NA,NA,NA,NA,2.07519273399015e-06,1.30778756157636e-06
"24","ACR-185",NA,"timepoint4",1.37425640712319,0.702744753642521,124.505548278686,151.714784036387,0.822802187906516,0.291529756911093,266.669924818011,36.4997388696931,278495.143110197,0.863054638386671,0.00232182774781468,0.366505681842689,"November 2020","ACR-185","Manava","Acropora","High","Manava High",9.7333826202581,50.1599999999991,10165000,1044344.02679738,202651.515151519,3.08547050616239,0.59872537878789,1.09322323134132,0.212136363636368,0.266669924818011,0.194046702955707,NA,NA,2.95445794392524e-06,1.04680373831776e-06
"25","ACR-185",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-185","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","ACR-185",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-185","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ACR-187",0.0804798464629962,"timepoint1",0.830154409249753,0.743679991619601,165.283742881625,198.943045199997,0.897692658907271,0.28685985611625,NA,36.1378553986271,364729.877026856,NA,NA,NA,"January 2020","ACR-187","Manava","Acropora","High","Manava High",NA,30.0000000000002,13180555.5555555,NA,439351.851851848,NA,1.08135624999999,NA,0.345549999999997,NA,NA,NA,NA,2.46125342465754e-06,7.86499473129611e-07
"28","ACR-187",NA,"timepoint4",1.10340413513512,0.646823113699899,91.7042981552647,108.580674160064,1.6449092265573,0.531289091067562,272.209893736242,45.9940273776345,257778.035018637,0.912566741237572,0.00264885690513555,0.166862250108306,"November 2020","ACR-187","Manava","Acropora","High","Manava High",12.5200293049677,50.7499999999999,11856250,946982.607724064,233620.689655173,6.04279735750948,1.49075862068966,1.9517626041262,0.481500000000001,0.272209893736242,0.24670008482695,NA,NA,6.38110701107011e-06,2.0610332103321e-06
"29","ACR-187",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-187","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ACR-187",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-187","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ACR-193",0.107085858043991,"timepoint1",1.1007324043702,0.887687422879243,210.204381737797,255.432055933492,2.27780592710805,2.47478376624495,NA,27.0365439246127,543955.126353205,NA,NA,NA,"January 2020","ACR-193","Manava","Acropora","High","Manava High",NA,29.7599999999996,14706666.6666667,NA,494175.627240151,NA,2.06935483870971,NA,2.24830645161294,NA,NA,NA,NA,4.18748866727108e-06,4.54961015412511e-06
"32","ACR-193",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-193","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","ACR-193",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-193","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ACR-193",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-193","Manava","Acropora","High","Manava High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ACR-225",0.379641239403323,"timepoint1",2.01885987972476,0.613842530997398,325.663924111807,395.519204139308,1.08449265069448,0.765031946382028,NA,21.992611000846,1000335.97644016,NA,NA,NA,"January 2020","ACR-225","Mahana","Acropora","Low","Mahana Low",NA,44.4000000000013,2.2e+07,NA,495495.49549548,NA,0.537180743243227,NA,0.378942567567556,NA,NA,NA,NA,1.08412840909091e-06,7.64775000000001e-07
"36","ACR-225",-0.0336914918952553,"timepoint2",0.992454390129681,0.40508342454278,239.849895671753,290.748627965548,0.950285205634802,0.623970252994402,361.755079416687,19.74901839,351072.30127037,NA,NA,NA,"March 2020","ACR-225","Mahana","Acropora","Low","Mahana Low",7.14430771607607,19.6000000019073,6933333.33400816,970469.583554866,353741.496598646,2.62687453391696,0.957510204081652,1.72484171887932,0.628714285714299,0.361755079416687,0.364505495682696,-0.0122807339535696,-0.0121880683262347,2.7068076923077e-06,1.77732692307693e-06
"37","ACR-225",0.514120076147007,"timepoint3",0.883004214924169,0.948842248493132,182.828346395358,227.412313598022,0.764960493560645,0.350587528754442,349.619623177205,12.9104706493147,274970.610787798,0.612816603692443,0.000768426638844412,0.235973606237489,"September 2020","ACR-225","Mahana","Acropora","Low","Mahana Low",4.51375388345376,11.3999999999996,3550000,786485.061361758,311403.50877194,2.18797928619963,0.86631578947371,1.00276845323624,0.397039473684223,0.349619623177205,0.395943323109991,0.203562411427208,0.179746467290352,2.78197183098591e-06,1.275e-06
"38","ACR-225",0.703251588061649,"timepoint4",1.11471506070732,0.734356205533532,118.44600705867,219.497186869343,1.11179269960221,0.67969750826628,306.992479422295,33.1923388354714,248237.503665394,1.47072360051604,0.000961510362187214,0.333667665460096,"November 2020","ACR-225","Mahana","Acropora","Low","Mahana Low",10.1897983969263,37.0000000000004,8239583.33333333,808611.025692008,222691.441441439,3.62156330895925,0.997378378378368,2.21405263589958,0.609749999999993,0.306992479422295,0.27539995667368,0.193675456882875,0.215892948676712,4.47874589127686e-06,2.73809355246523e-06
"39","ACR-228",0.0570670155001735,"timepoint1",0.58302676810417,0.728783460130203,322.608145017638,402.809029606252,1.61972008334024,2.65184172836293,NA,23.0521148174774,311674.740545481,NA,NA,NA,"January 2020","ACR-228","Mahana","Acropora","Low","Mahana Low",NA,13.4400000000001,7184761.90476192,NA,534580.498866209,NA,2.77812301587299,NA,4.54840476190472,NA,NA,NA,NA,5.19682820784729e-06,8.50836267232236e-06
"40","ACR-228",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-228","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","ACR-228",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-228","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","ACR-228",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-228","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","ACR-234",0.107163132737008,"timepoint1",0.668959991029945,1.30075553811381,291.790437568884,357.057395212243,1.76292223957098,2.01591712704279,NA,25.8311412217566,624913.242649389,NA,NA,NA,"January 2020","ACR-234","Mahana","Acropora","Low","Mahana Low",NA,17.2799999999995,16142222.2222222,NA,934156.378600849,NA,2.63531790123464,NA,3.01350925925934,NA,NA,NA,NA,2.82106718061674e-06,3.22591519823789e-06
"44","ACR-234",NA,"timepoint4",0.898298502960735,0.622462277866796,77.4684817662023,141.82375821201,0.756318518922141,0.337359908432576,327.259457324847,36.8697041026317,187687.972236969,0.885795824519864,0.0022399698731175,0.325491306757178,"November 2020","ACR-234","Mahana","Acropora","Low","Mahana Low",12.065959356355,33.1199999999994,6920000,573514.280599275,208937.198067637,2.31106695923961,0.84194565217393,1.03086374092988,0.375554347826095,0.327259457324847,0.36431036703971,NA,NA,4.02965895953758e-06,1.79745086705203e-06
"45","ACR-234",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-234","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","ACR-234",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-234","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","ACR-237",0.0834386331213838,"timepoint1",0.980726760800804,1.03521158084538,256.340181345327,311.190049684117,1.25972445456169,0.442258732783148,NA,21.106796334482,1024920.00372584,NA,NA,NA,"January 2020","ACR-237","Mahana","Acropora","Low","Mahana Low",NA,20.6999999999988,21632777.7777778,NA,1045061.72839512,NA,1.28448055555563,NA,0.450950000000025,NA,NA,NA,NA,1.22909539279386e-06,4.31505611340815e-07
"48","ACR-237",-0.0270444577233792,"timepoint2",1.03590616354362,1.12350117001976,181.557789075194,220.282398894723,1.83732049475072,0.317592834132604,420.302341108331,19.69290339,966718.80335599,NA,NA,NA,"March 2020","ACR-237","Mahana","Acropora","Low","Mahana Low",8.27697339803719,20.3999999997701,19037499.9997859,2300055.71895404,933210.784313747,4.37142579293215,1.7736360294118,0.755629467338003,0.306584558823536,0.420302341108331,0.405733990104434,-0.0109728557423173,-0.0113668488951416,1.90057386736703e-06,3.28526592252134e-07
"49","ACR-237",0.211508990259296,"timepoint3",0.974972047922277,1.33720124628231,160.274571655669,198.108903626431,0.937794467956027,0.293801733066081,471.436136860806,22.1544812961876,200862.296909915,0.860248028268382,0.00158518883073049,0.380309035841012,"September 2020","ACR-237","Mahana","Acropora","Low","Mahana Low",10.4444230764297,21.5999999999998,4450000,426064.701461824,206018.51851852,1.98922906971155,0.961868055555564,0.623205796276979,0.301343750000003,0.471436136860806,0.483538105390267,0.102272656422988,0.0997129812791722,4.66884269662922e-06,1.46270224719101e-06
"50","ACR-237",NA,"timepoint4",1.59008841671972,0.889194180402514,112.505729554924,204.898235452744,1.17807419091724,0.366525841161902,NA,43.0164758643458,226947.926436058,1.19061820347642,0.00365828803455153,0.571610868441986,"November 2020","ACR-237","Mahana","Acropora","Low","Mahana Low",NA,68.3999999999996,9762500,NA,142726.608187135,NA,0.740885964912285,NA,0.23050657894737,NA,NA,NA,NA,5.19094494238156e-06,1.61502176696543e-06
"51","ACR-243",0.14399719983761,"timepoint1",1.22671624886527,1.5333953110816,402.533306884605,486.469662440646,2.09259334520268,2.09922669973358,NA,22.0099799158727,626846.323928276,NA,NA,NA,"January 2020","ACR-243","Mahana","Acropora","Low","Mahana Low",NA,26.9999999999992,13796875,NA,510995.370370385,NA,1.70584953703708,NA,1.71125694444449,NA,NA,NA,NA,3.33828765571913e-06,3.3488697621744e-06
"52","ACR-243",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-243","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","ACR-243",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-243","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ACR-243",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-243","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","ACR-244",0.145208032346915,"timepoint1",1.39281593917236,1.320773735422,567.980734367299,685.601639023608,2.79605798616513,3.68543900318575,NA,13.3255224025003,906245.182096921,NA,NA,NA,"January 2020","ACR-244","Mahana","Acropora","Low","Mahana Low",NA,18.5600000000008,12076190.4761905,NA,650656.814449889,NA,2.00748563218382,NA,2.64603448275851,NA,NA,NA,NA,3.08532176656152e-06,4.06671293375395e-06
"56","ACR-244",0.0612334641870932,"timepoint2",0.683104180801823,0.731897336573413,96.7974888581445,117.825305947529,1.48760776621145,0.194434626605191,385.795114025598,24.5936132,682087.656723252,NA,NA,NA,"March 2020","ACR-244","Mahana","Acropora","Low","Mahana Low",9.48809580879545,16.7999999979429,16774999.997946,1768004.91226023,998511.904761909,3.85595284162345,2.17771726190477,0.503984160339289,0.28463392857143,0.385795114025598,0.564767607735549,0.0345826770823051,0.023623571298242,2.18096274217585e-06,2.85058122205663e-07
"57","ACR-244",0.265901994600353,"timepoint3",0.69168534252421,0.888294532351288,113.569048157469,139.284582672684,0.986819424308871,0.883952548677171,349.678834866196,18.9970774168024,168710.161551758,0.841619892828844,0.00124736194227721,0.389022802635414,"September 2020","ACR-244","Mahana","Acropora","Low","Mahana Low",6.64287589697041,13.1399999999999,3205000,482471.756165382,243911.719939118,2.82207364562535,1.4266883561644,2.52789834710875,1.2779691780822,0.349678834866196,0.505546110880551,0.13442571924559,0.0929802996604491,5.84919968798754e-06,5.23947425897037e-06
"58","ACR-244",0.96669333547262,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-244","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","ACR-256",0.173008572719877,"timepoint1",1.30061573148005,1.22521771806093,226.420234297655,273.930407503385,1.96054312709877,1.79311555513381,NA,26.5258978228264,1016825.98652747,NA,NA,NA,"January 2020","ACR-256","Mahana","Acropora","Low","Mahana Low",NA,34.5000000000004,26972222.2222222,NA,781803.542673098,NA,1.50739613526568,NA,1.37866666666665,NA,NA,NA,NA,1.92810092687951e-06,1.7634438722966e-06
"60","ACR-256",NA,"timepoint4",1.29579114410051,0.544821276496766,93.3912017311729,169.056569607025,0.640397653293721,0.327131309267798,346.680712585006,63.6676677222293,196086.576540971,0.441450993852519,0.00106758876449966,0.187579835879974,"November 2020","ACR-256","Mahana","Acropora","Low","Mahana Low",22.0723524145678,82.4999999999987,12484375,565611.438487194,151325.75757576,1.84722607877038,0.494213636363644,0.943609775197937,0.252456818181822,0.346680712585006,0.267543665631129,NA,NA,3.26589236545682e-06,1.66830037546934e-06
"61","ACR-256",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-256","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","ACR-256",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-256","Mahana","Acropora","Low","Mahana Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","ACR-343",0.115848259320189,"timepoint1",1.10615355989388,0.910553235278478,320.190986556601,389.817957280897,0.898233787247124,0.358515160503656,NA,29.6523025276405,826242.750530494,NA,NA,NA,"January 2020","ACR-343","Hilton","Acropora","Medium","Hilton Medium",NA,32.7999999999999,24500000,NA,746951.219512197,NA,0.812033536585367,NA,0.324109756097562,NA,NA,NA,NA,1.0871306122449e-06,4.33910204081633e-07
"64","ACR-343",-0.0828818449337399,"timepoint2",1.01297880504342,0.590904302942033,158.051706354915,194.339983747588,1.19266436207809,0.265805638443405,345.238058920362,16.28859352,706834.099519216,NA,NA,NA,"March 2020","ACR-343","Hilton","Acropora","Medium","Hilton Medium",5.62344240938759,16.4999999997276,11513333.3331437,2047381.74501863,697777.777777808,3.45461437770744,1.17738333333339,0.769919861311467,0.262400000000012,0.345238058920362,0.340814691483663,-0.0282473504106894,-0.0286139672646628,1.68733280254777e-06,3.76050955414014e-07
"65","ACR-343",0.252839658322968,"timepoint3",0.944750168511715,0.898177977106249,158.944236096796,191.528137155149,1.01548667408649,0.464577568780539,367.698056677679,26.3032501377021,308263.552636454,0.599577695935748,0.00277132574855228,0.330156462969959,"September 2020","ACR-343","Hilton","Acropora","Medium","Hilton Medium",9.67165395993994,24.8499999999998,8108333.33333333,838360.570686059,326291.079812209,2.76174066097024,1.07487323943663,1.26347572510502,0.491746478873243,0.367698056677679,0.389201366597184,0.0984055405492642,0.0929686510164038,3.29421582733813e-06,1.50707913669065e-06
