Software Version,3.05.11,,,,,,,,,,,,,
,,0.125,0.206,0.201,0.064,0.044,0.041,0.03,0.032,0.034,0.033,0.033,0.041,663
,,0.06,0.085,0.095,0.063,0.043,0.041,0.03,0.032,0.033,0.033,0.033,0.04,750
,H,0.039,0.06,0.048,0.047,0.054,0.05,0.044,0.045,0.041,0.042,0.036,0.044,630
,,0.039,0.059,0.048,0.047,0.054,0.05,0.044,0.045,0.04,0.042,0.036,0.043,663
,,0.039,0.059,0.047,0.046,0.054,0.05,0.043,0.045,0.04,0.041,0.036,0.043,750
,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,
A,0.03,0.029,0.035,0.033,0.034,0.032,0.031,0.035,0.034,0.034,0.034,0.042,630,
B,0.142,0.121,0.077,0.203,0.106,0.1,0.177,0.156,0.134,0.143,0.102,0.117,630,
C,0.255,0.15,0.099,0.256,0.15,0.113,0.198,0.164,0.13,0.153,0.115,0.136,630,
D,0.12,0.121,0.064,0.093,0.092,0.096,0.09,0.113,0.134,0.103,0.102,0.091,630,
E,0.148,0.191,0.063,0.092,0.096,0.115,0.114,0.119,0.157,0.108,0.092,0.092,630,
F,0.077,0.112,0.114,0.04,0.042,0.042,0.046,0.037,0.042,0.036,0.032,0.037,630,
G,0.082,0.127,0.138,0.063,0.044,0.041,0.03,0.033,0.034,0.033,0.033,0.041,630,
H,0.039,0.06,0.048,0.047,0.054,0.05,0.044,0.045,0.041,0.042,0.036,0.044,630,
,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,
A,0.03,0.029,0.035,0.033,0.034,0.032,0.031,0.035,0.034,0.034,0.034,0.042,630,
B,0.142,0.121,0.077,0.203,0.106,0.1,0.177,0.156,0.134,0.143,0.102,0.117,630,
C,0.255,0.15,0.099,0.256,0.15,0.113,0.198,0.164,0.13,0.153,0.115,0.136,630,
D,0.12,0.121,0.064,0.093,0.092,0.096,0.09,0.113,0.134,0.103,0.102,0.091,630,
E,0.148,0.191,0.063,0.092,0.096,0.115,0.114,0.119,0.157,0.108,0.092,0.092,630,
F,0.077,0.112,0.114,0.04,0.042,0.042,0.046,0.037,0.042,0.036,0.032,0.037,630,
G,0.082,0.127,0.138,0.063,0.044,0.041,0.03,0.033,0.034,0.033,0.033,0.041,630,
H,0.039,0.06,0.048,0.047,0.054,0.05,0.044,0.045,0.041,0.042,0.036,0.044,630,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,630,,,,,,,,,,,,,
A1,0.03,,,,,,,,,,,,,
B1,0.142,,,,,,,,,,,,,
C1,0.255,,,,,,,,,,,,,
D1,0.12,,,,,,,,,,,,,
E1,0.148,,,,,,,,,,,,,
F1,0.077,,,,,,,,,,,,,
G1,0.082,,,,,,,,,,,,,
H1,0.039,,,,,,,,,,,,,
A2,0.029,,,,,,,,,,,,,
B2,0.121,,,,,,,,,,,,,
C2,0.15,,,,,,,,,,,,,
D2,0.121,,,,,,,,,,,,,
E2,0.191,,,,,,,,,,,,,
F2,0.112,,,,,,,,,,,,,
G2,0.127,,,,,,,,,,,,,
H2,0.06,,,,,,,,,,,,,
A3,0.035,,,,,,,,,,,,,
B3,0.077,,,,,,,,,,,,,
C3,0.099,,,,,,,,,,,,,
D3,0.064,,,,,,,,,,,,,
E3,0.063,,,,,,,,,,,,,
F3,0.114,,,,,,,,,,,,,
G3,0.138,,,,,,,,,,,,,
H3,0.048,,,,,,,,,,,,,
A4,0.033,,,,,,,,,,,,,
B4,0.203,,,,,,,,,,,,,
C4,0.256,,,,,,,,,,,,,
D4,0.093,,,,,,,,,,,,,
E4,0.092,,,,,,,,,,,,,
F4,0.04,,,,,,,,,,,,,
G4,0.063,,,,,,,,,,,,,
H4,0.047,,,,,,,,,,,,,
A5,0.034,,,,,,,,,,,,,
B5,0.106,,,,,,,,,,,,,
C5,0.15,,,,,,,,,,,,,
D5,0.092,,,,,,,,,,,,,
E5,0.096,,,,,,,,,,,,,
F5,0.042,,,,,,,,,,,,,
G5,0.044,,,,,,,,,,,,,
H5,0.054,,,,,,,,,,,,,
A6,0.032,,,,,,,,,,,,,
B6,0.1,,,,,,,,,,,,,
C6,0.113,,,,,,,,,,,,,
D6,0.096,,,,,,,,,,,,,
E6,0.115,,,,,,,,,,,,,
F6,0.042,,,,,,,,,,,,,
G6,0.041,,,,,,,,,,,,,
H6,0.05,,,,,,,,,,,,,
A7,0.031,,,,,,,,,,,,,
B7,0.177,,,,,,,,,,,,,
C7,0.198,,,,,,,,,,,,,
D7,0.09,,,,,,,,,,,,,
E7,0.114,,,,,,,,,,,,,
F7,0.046,,,,,,,,,,,,,
G7,0.03,,,,,,,,,,,,,
H7,0.044,,,,,,,,,,,,,
A8,0.035,,,,,,,,,,,,,
B8,0.156,,,,,,,,,,,,,
C8,0.164,,,,,,,,,,,,,
D8,0.113,,,,,,,,,,,,,
E8,0.119,,,,,,,,,,,,,
F8,0.037,,,,,,,,,,,,,
G8,0.033,,,,,,,,,,,,,
H8,0.045,,,,,,,,,,,,,
A9,0.034,,,,,,,,,,,,,
B9,0.134,,,,,,,,,,,,,
C9,0.13,,,,,,,,,,,,,
D9,0.134,,,,,,,,,,,,,
E9,0.157,,,,,,,,,,,,,
F9,0.042,,,,,,,,,,,,,
G9,0.034,,,,,,,,,,,,,
H9,0.041,,,,,,,,,,,,,
A10,0.034,,,,,,,,,,,,,
B10,0.143,,,,,,,,,,,,,
C10,0.153,,,,,,,,,,,,,
D10,0.103,,,,,,,,,,,,,
E10,0.108,,,,,,,,,,,,,
F10,0.036,,,,,,,,,,,,,
G10,0.033,,,,,,,,,,,,,
H10,0.042,,,,,,,,,,,,,
A11,0.034,,,,,,,,,,,,,
B11,0.102,,,,,,,,,,,,,
C11,0.115,,,,,,,,,,,,,
D11,0.102,,,,,,,,,,,,,
E11,0.092,,,,,,,,,,,,,
F11,0.032,,,,,,,,,,,,,
G11,0.033,,,,,,,,,,,,,
H11,0.036,,,,,,,,,,,,,
A12,0.042,,,,,,,,,,,,,
B12,0.117,,,,,,,,,,,,,
C12,0.136,,,,,,,,,,,,,
D12,0.091,,,,,,,,,,,,,
E12,0.092,,,,,,,,,,,,,
F12,0.037,,,,,,,,,,,,,
G12,0.041,,,,,,,,,,,,,
H12,0.044,,,,,,,,,,,,,
